search_id,patient_id,search_query,filters_applied,treatment_clicked,country_clicked,clicked_clinic_id,time_on_search_page,timestamp
1494,5a1341e7-10fd-4164-819f-239342ceef41,dental implants,"feature:luxury, language:spanish, language:english",hair transplant,Switzerland,1383,17,2025-02-08 14:19:31
1495,22ed1e25-45d0-4382-a8cb-b7ca33b5a667,cosmetic surgery,"language:english, language:spanish, verified",cardiology clinic,UAE,915,157,2025-01-27 14:19:31
1496,5ad5a309-d5b1-496a-ae4c-16e21b799e6b,cheap surrogacy,language:english,dental implants,Romania,1499,277,2025-02-27 14:19:31
1497,107e528c-e940-43af-9488-edffdc352577,cosmetic surgery,feature:financing,cosmetic surgery,Germany,194,79,2025-01-27 14:19:31
1498,e48623dd-6f8e-4978-9021-71bd8458526b,mental health support,"language:english, rating:4+, feature:telemedicine",plastic surgery abroad,Singapore,1691,296,2025-02-19 14:19:31
1499,1ce370ed-6857-47ac-ba40-fe3983a5f421,ivf treatment,"language:english, verified, specialty:fertility",ivf treatment,Denmark,1248,200,2025-02-12 14:19:31
1500,d7abed02-da7b-428b-9a23-3be3ebf6dd32,ivf treatment,"feature:luxury, language:spanish, feature:financing",cosmetic surgery,Mexico,46,136,2025-01-25 14:19:31
1501,9b125dfb-2804-435a-b311-65e02c5cce54,ivf treatment,"specialty:dental, feature:telemedicine, feature:luxury, specialty:fertility",plastic surgery abroad,Ireland,1261,281,2025-03-18 14:19:31
1502,bcb12a00-7ee6-47de-993e-ea4d6a6a642b,dental implants,"specialty:cosmetic, rating:4+, feature:telemedicine",mental health support,Serbia,1558,145,2025-01-20 14:19:31
1503,9c4e7b65-c81a-4f0f-9b1b-ba94f9834d4b,cosmetic surgery,"feature:financing, verified, language:spanish",hair transplant,France,372,144,2025-04-18 14:19:31
1504,f9606ca3-16c7-4b1a-a826-fac73a8c8ed5,knee replacement,language:spanish,cosmetic surgery,Greece,1346,145,2025-03-15 14:19:31
1505,9925bc9b-cd60-4879-b79b-1079abb8fe95,cheap surrogacy,"specialty:dental, feature:telemedicine, feature:financing",cardiology clinic,Mexico,38,118,2025-04-10 14:19:31
1506,4ba4af25-6d7f-44e2-85e9-5c6c3fa7c199,hair transplant,"specialty:cosmetic, language:spanish, language:english, feature:luxury",dermatology clinic,Colombia,797,290,2025-04-17 14:19:31
1507,416aa7f6-eafd-4e7b-ba5d-bd40ed711fe9,cardiology clinic,"language:english, rating:4+, specialty:fertility",dermatology clinic,Saudi Arabia,947,112,2025-02-09 14:19:31
1508,7ccc9258-0979-45d3-8a70-3330ffc03136,cosmetic surgery,"feature:luxury, language:spanish, verified, language:english",ivf treatment,Norway,1171,254,2025-02-06 14:19:31
1509,d29cf92a-efb2-433c-971a-a5324d07018b,ivf treatment,"feature:financing, language:english",hair transplant,Indonesia,623,166,2025-02-20 14:19:31
1510,4d08f416-160a-4a13-b0df-c50c89e08b89,dermatology clinic,specialty:fertility,cheap surrogacy,Ireland,1280,90,2025-01-29 14:19:31
1511,68028b3b-a4f9-44fc-8449-21b6cfef7811,cheap surrogacy,"language:spanish, verified, feature:luxury, rating:4+",dermatology clinic,Romania,1524,125,2025-03-01 14:19:31
1512,651076d6-c761-4e83-84d9-94518f188e72,plastic surgery abroad,"language:spanish, specialty:dental",mental health support,Germany,199,116,2025-03-22 14:19:31
1513,18a95210-9f8c-4c51-9f39-36a54d8131f5,cheap surrogacy,"specialty:fertility, specialty:cosmetic, language:spanish",mental health support,Sweden,1127,185,2025-03-22 14:19:31
1514,6f669013-869d-4cb7-b7f5-155a039d08d0,cheap surrogacy,"language:english, specialty:cosmetic, specialty:dental",cardiology clinic,Switzerland,1361,262,2025-02-09 14:19:31
1515,ad49e072-7f84-4004-84ac-41b53f042c7b,mental health support,"language:spanish, rating:4+",dermatology clinic,Serbia,1550,151,2025-02-20 14:19:31
1516,bdf774c8-cf3e-44aa-994f-fd275dcd0d40,cosmetic surgery,"feature:luxury, verified, language:english, language:spanish",cosmetic surgery,Saudi Arabia,951,55,2025-02-28 14:19:31
1517,219c00cb-9a7f-4e23-af59-aa66e75b2113,mental health support,"language:spanish, feature:telemedicine, verified, feature:luxury",cosmetic surgery,Canada,460,262,2025-04-08 14:19:31
1518,afad328e-a5c9-4f20-b967-26aaad2b2c82,cheap surrogacy,"verified, language:english, feature:telemedicine, specialty:dental",dermatology clinic,Norway,1166,51,2025-03-02 14:19:31
1519,31094211-b73f-4e64-b78d-2f8d8761f9da,cheap surrogacy,"feature:financing, specialty:cosmetic, feature:telemedicine, language:spanish",dermatology clinic,Georgia,331,193,2025-03-19 14:19:31
1520,75fe2857-0991-446d-937c-64b089d5af23,dermatology clinic,"language:english, specialty:fertility",ivf treatment,South Africa,601,20,2025-03-23 14:19:31
1521,6eaf0a90-cd14-4acb-bda8-06314c6d8ddd,dermatology clinic,"feature:telemedicine, rating:4+, specialty:cosmetic, language:spanish",dermatology clinic,France,363,261,2025-01-26 14:19:31
1522,18a95210-9f8c-4c51-9f39-36a54d8131f5,cheap surrogacy,"specialty:fertility, feature:telemedicine, rating:4+",ivf treatment,Hungary,1479,8,2025-04-14 14:19:31
1523,78b3842a-7c2c-4791-b6bf-faa971fcf2e6,mental health support,"language:spanish, specialty:dental, specialty:cosmetic, specialty:fertility",plastic surgery abroad,Hungary,1467,66,2025-01-31 14:19:31
1524,1ddea07d-651a-4277-817f-319f04961795,plastic surgery abroad,rating:4+,dental implants,Qatar,985,154,2025-02-27 14:19:31
1525,c25a6eb3-64ad-4905-8fbc-63776f1f5c6a,dental implants,"language:spanish, feature:financing, rating:4+",ivf treatment,Egypt,878,58,2025-03-31 14:19:31
1526,871d5bfc-e674-40de-879f-b5f3d3b68150,hair transplant,specialty:fertility,mental health support,Argentina,751,178,2025-03-31 14:19:31
1527,0febecad-179d-4ae3-94fa-7d50697c4d7d,knee replacement,"feature:telemedicine, feature:luxury, specialty:dental, specialty:fertility",ivf treatment,Portugal,1315,239,2025-01-18 14:19:31
1528,4385a3e3-ed3d-4159-82f5-da5fd45ff4db,knee replacement,"language:english, feature:luxury, rating:4+",dermatology clinic,Malaysia,678,137,2025-02-05 14:19:31
1529,0518bd4d-c840-489b-bc60-2399b8f40e5e,cheap surrogacy,specialty:fertility,plastic surgery abroad,Spain,304,152,2025-04-15 14:19:31
1530,9ffda1e7-4052-43a5-a6fd-32156a107fb7,cardiology clinic,"feature:luxury, specialty:cosmetic, specialty:fertility",hair transplant,Norway,1163,248,2025-02-21 14:19:31
1531,ca3e3238-dbb2-4c33-a045-6992d79330f1,hair transplant,"specialty:fertility, specialty:cosmetic",hair transplant,Denmark,1245,201,2025-03-17 14:19:31
1532,f77aefe1-5761-4099-83db-ea42cece36ae,knee replacement,feature:telemedicine,hair transplant,Finland,1195,80,2025-02-03 14:19:31
1533,590bd0c6-946a-45a6-b2e4-01af47021755,hair transplant,"feature:financing, specialty:cosmetic, language:spanish",cheap surrogacy,Qatar,977,92,2025-03-05 14:19:31
1534,df22367d-4262-448c-9aa3-3580fb708dd7,cosmetic surgery,"feature:financing, language:english, language:spanish",cosmetic surgery,Russia,994,273,2025-02-16 14:19:31
1535,75fe2857-0991-446d-937c-64b089d5af23,dermatology clinic,"verified, specialty:dental, language:english, feature:financing",knee replacement,Indonesia,634,119,2025-03-30 14:19:31
1536,ddfef849-4c48-4cfc-9a02-70da505c1021,cheap surrogacy,feature:telemedicine,dermatology clinic,Philippines,731,240,2025-02-05 14:19:31
1537,0febecad-179d-4ae3-94fa-7d50697c4d7d,dental implants,"feature:telemedicine, language:english",dental implants,Switzerland,1361,209,2025-01-28 14:19:31
1538,7f4d55b9-7d45-4a09-802d-35e81f47d902,cardiology clinic,feature:luxury,plastic surgery abroad,Sweden,1134,280,2025-04-08 14:19:31
1539,b8541d6a-d59f-4b69-b9a8-832f60971a15,dental implants,"specialty:cosmetic, feature:financing, feature:telemedicine, specialty:dental",cosmetic surgery,Japan,525,130,2025-03-20 14:19:31
1540,a1628abf-1a48-4803-8204-0c8155773297,dermatology clinic,"verified, feature:luxury",hair transplant,Sweden,1131,51,2025-03-25 14:19:31
1541,bc0dbd13-a70a-409d-ac50-c260f0f24933,ivf treatment,"feature:financing, feature:luxury",knee replacement,Thailand,125,121,2025-03-18 14:19:31
1542,7d57ef69-332a-435a-833d-3df15e11a680,cheap surrogacy,"rating:4+, specialty:dental, verified, specialty:fertility",ivf treatment,Bulgaria,1618,105,2025-02-16 14:19:31
1543,a97ef131-4b26-40a3-b3b1-cca4774d34f5,dermatology clinic,rating:4+,ivf treatment,Italy,405,282,2025-02-02 14:19:31
1544,4d45d885-d2e0-4e57-a6cb-1dda13a0181b,cheap surrogacy,"feature:luxury, verified, language:spanish, rating:4+",dermatology clinic,Croatia,229,104,2025-02-02 14:19:31
1545,c13d8929-b717-448d-9f57-fd27441999b6,cheap surrogacy,"verified, feature:luxury, language:spanish, feature:financing",dermatology clinic,South Korea,555,95,2025-03-07 14:19:31
1546,6fb9de37-7796-448f-b4b9-fb7329debccc,dermatology clinic,"feature:luxury, specialty:cosmetic, feature:telemedicine",hair transplant,Vietnam,699,292,2025-02-13 14:19:31
1547,96e83922-dce7-4289-811a-315b688b4cfb,dermatology clinic,specialty:fertility,dental implants,Russia,999,168,2025-02-12 14:19:31
1548,f7d2a2ee-21da-4db1-9ef3-61c2abd7d3f1,dermatology clinic,"specialty:fertility, specialty:dental",mental health support,Serbia,1558,160,2025-04-06 14:19:31
1549,70a91477-ff1b-454d-ac65-659da2ef1e21,dermatology clinic,"feature:financing, specialty:fertility, feature:telemedicine",ivf treatment,Slovenia,1595,123,2025-03-22 14:19:31
1550,708175fd-4648-4be8-b84c-e7a936cfd2d5,plastic surgery abroad,"language:english, feature:financing, rating:4+",hair transplant,Croatia,211,112,2025-02-04 14:19:31
1551,ca3e3238-dbb2-4c33-a045-6992d79330f1,cosmetic surgery,"specialty:fertility, feature:telemedicine, language:spanish",cosmetic surgery,Bulgaria,1610,85,2025-01-30 14:19:31
1552,038d5f5a-2296-43f6-a005-dd7e166f419a,cosmetic surgery,"feature:financing, rating:4+, language:spanish",hair transplant,Slovenia,1597,122,2025-03-16 14:19:31
1553,949aca46-0a87-4ac2-8f3f-5995e468eb64,hair transplant,"specialty:fertility, feature:luxury, language:english",cardiology clinic,Hungary,1489,166,2025-02-20 14:19:31
1554,708175fd-4648-4be8-b84c-e7a936cfd2d5,mental health support,"language:spanish, verified, specialty:cosmetic, feature:financing",cardiology clinic,Chile,838,76,2025-02-19 14:19:31
1555,447a4e2c-8e99-4457-a0b1-d762c524f047,hair transplant,feature:telemedicine,hair transplant,UK,428,155,2025-03-02 14:19:31
1556,e6d33572-2bf9-4861-8827-c440f6d9fe17,cardiology clinic,"language:spanish, language:english, feature:telemedicine, specialty:cosmetic",cheap surrogacy,UK,441,262,2025-02-21 14:19:31
1557,c81484cd-cfd4-4949-a33e-a97658625813,hair transplant,specialty:dental,cosmetic surgery,Australia,498,171,2025-02-16 14:19:31
1558,9a0278a6-1e67-43d7-b3aa-972bebf45b9d,cheap surrogacy,"verified, language:spanish, rating:4+, specialty:dental",cheap surrogacy,South Korea,574,197,2025-04-11 14:19:31
1559,2275b1e2-f141-42c7-a0dc-ec7d3b172319,dental implants,"feature:luxury, feature:financing, language:english",hair transplant,UAE,898,61,2025-02-17 14:19:31
1560,b4c04bdf-e27b-46c4-8d94-5434c7859c05,ivf treatment,"language:spanish, specialty:fertility, feature:financing",hair transplant,Finland,1208,298,2025-03-24 14:19:31
1561,121af952-be69-4d39-8e37-8b07cc535c3e,ivf treatment,"feature:telemedicine, language:english, feature:luxury, rating:4+",hair transplant,Poland,1088,16,2025-04-01 14:19:31
1562,ed37c2ce-0ce8-4570-b4d6-f3e61aa90d26,ivf treatment,"language:english, rating:4+, feature:telemedicine",cardiology clinic,Italy,378,244,2025-03-20 14:19:31
1563,f077671b-9b3b-4b4c-bf2a-50c05ab383c9,cardiology clinic,"feature:telemedicine, feature:luxury, feature:financing",dental implants,Denmark,1237,76,2025-04-03 14:19:31
1564,bf3d5023-1406-42a8-af61-e334360893b2,mental health support,"language:spanish, rating:4+, verified, specialty:cosmetic",dental implants,Poland,1083,267,2025-03-02 14:19:31
1565,3de814ac-9cea-467b-ba82-854ac7e2a618,cheap surrogacy,"verified, feature:financing, language:english, language:spanish",dermatology clinic,Netherlands,1104,149,2025-02-04 14:19:31
1566,f55f2e80-a392-4a4e-8f2c-386f627b0edd,ivf treatment,specialty:cosmetic,plastic surgery abroad,Germany,189,62,2025-02-09 14:19:31
1567,e42f0c28-c3e3-4148-86e2-e861957edc3c,plastic surgery abroad,specialty:cosmetic,cheap surrogacy,Qatar,960,102,2025-04-09 14:19:31
1568,447a4e2c-8e99-4457-a0b1-d762c524f047,mental health support,"rating:4+, specialty:cosmetic, specialty:fertility",cardiology clinic,Greece,1333,42,2025-03-26 14:19:31
1569,1ddea07d-651a-4277-817f-319f04961795,cheap surrogacy,"rating:4+, feature:financing, language:spanish",mental health support,Mexico,44,299,2025-03-12 14:19:31
1570,2f4ddc9b-3334-4d07-a6b3-6561966d2735,cheap surrogacy,"verified, specialty:cosmetic, feature:telemedicine, specialty:fertility",cosmetic surgery,Egypt,875,137,2025-03-21 14:19:31
1571,7d57ef69-332a-435a-833d-3df15e11a680,cardiology clinic,"feature:telemedicine, language:english, specialty:fertility, specialty:dental",cosmetic surgery,Slovenia,1584,110,2025-03-10 14:19:31
1572,96867676-783e-40ab-b22a-55a605391557,ivf treatment,feature:financing,dental implants,Denmark,1233,70,2025-02-08 14:19:31
1573,ea77d1d6-2904-46d6-a3e7-35abdc02bc29,ivf treatment,"language:english, feature:telemedicine, feature:financing",hair transplant,UK,414,88,2025-02-23 14:19:31
1574,2d0d5e1d-8cfb-437c-a89e-a4df471c10ae,knee replacement,"language:english, verified",dermatology clinic,Spain,282,68,2025-03-01 14:19:31
1575,f93c8859-011b-4348-8981-1f35c10750bc,dermatology clinic,"language:spanish, verified",dermatology clinic,UAE,916,209,2025-03-24 14:19:31
1576,178a8c73-f53b-4020-be2d-e8c89fe3f824,mental health support,specialty:dental,plastic surgery abroad,France,359,269,2025-04-03 14:19:31
1577,5b7c57e8-fdf0-4450-985b-4b176d9b1eb1,knee replacement,rating:4+,cheap surrogacy,Romania,1517,188,2025-03-09 14:19:31
1578,5e3003e1-f541-444e-96cc-b813263553ba,knee replacement,"specialty:dental, feature:financing",dermatology clinic,Philippines,737,135,2025-02-12 14:19:31
1579,c0697f1d-a93c-4413-9396-a289c29a988f,dermatology clinic,verified,mental health support,Argentina,779,209,2025-04-06 14:19:31
1580,ddcf5003-4627-41ec-88ac-784fca10b499,cardiology clinic,"specialty:dental, language:spanish, feature:luxury",ivf treatment,Canada,470,204,2025-02-17 14:19:31
1581,3de814ac-9cea-467b-ba82-854ac7e2a618,hair transplant,"verified, specialty:fertility, feature:telemedicine",cheap surrogacy,France,364,9,2025-04-02 14:19:31
1582,de4097c3-3427-4466-97f4-b85d597faaf0,cosmetic surgery,"rating:4+, verified",cheap surrogacy,Thailand,126,112,2025-01-24 14:19:31
1583,40767e21-8677-42d3-ae7a-6de6c66dfe25,cardiology clinic,"specialty:fertility, language:spanish, specialty:cosmetic, specialty:dental",cosmetic surgery,Poland,1063,97,2025-03-03 14:19:31
1584,0f589a93-bb63-421d-9c45-eba38159ace5,ivf treatment,"verified, rating:4+",hair transplant,UK,418,211,2025-01-28 14:19:31
1585,a151ed02-2f09-4f4d-a43f-683aa43101e4,hair transplant,"verified, specialty:cosmetic, language:english",dermatology clinic,Mexico,59,22,2025-03-31 14:19:31
1586,0febecad-179d-4ae3-94fa-7d50697c4d7d,mental health support,feature:financing,cheap surrogacy,Argentina,773,273,2025-03-28 14:19:31
1587,bdf774c8-cf3e-44aa-994f-fd275dcd0d40,ivf treatment,language:english,ivf treatment,Canada,457,219,2025-04-10 14:19:31
1588,c0697f1d-a93c-4413-9396-a289c29a988f,dermatology clinic,"language:spanish, feature:financing, rating:4+, specialty:dental",dental implants,Denmark,1236,164,2025-02-17 14:19:31
1589,f7d2a2ee-21da-4db1-9ef3-61c2abd7d3f1,hair transplant,"language:english, feature:financing",cheap surrogacy,Argentina,749,54,2025-02-16 14:19:31
1590,e48623dd-6f8e-4978-9021-71bd8458526b,cheap surrogacy,"specialty:fertility, feature:telemedicine",cosmetic surgery,Poland,1055,78,2025-03-21 14:19:31
1591,b0b710ab-f690-42cf-ac7e-5cc6b0cf3e7f,ivf treatment,language:spanish,cheap surrogacy,South Africa,579,58,2025-03-18 14:19:31
1592,04c32fed-e182-401b-ae3b-db698c2d0e27,hair transplant,"feature:luxury, language:english",dermatology clinic,Czech Republic,1456,271,2025-02-11 14:19:31
1593,6eaf0a90-cd14-4acb-bda8-06314c6d8ddd,hair transplant,"language:english, language:spanish",cosmetic surgery,Argentina,768,22,2025-02-28 14:19:31
1594,4c32a0a2-b452-4738-a073-09de6a8f7654,dental implants,"specialty:fertility, verified",dental implants,Spain,293,126,2025-03-29 14:19:31
1595,2e904b5c-5e1b-415f-aa1c-701b159b2b6b,cardiology clinic,specialty:cosmetic,dermatology clinic,Qatar,985,181,2025-03-25 14:19:31
1596,2ea5312a-c942-46e8-adf7-21e0767f3c15,cheap surrogacy,"rating:4+, feature:telemedicine, specialty:cosmetic, feature:luxury",plastic surgery abroad,Japan,539,230,2025-04-03 14:19:31
1597,6a7df379-cb21-4a80-99d4-d39a7dffe27d,hair transplant,"language:english, specialty:fertility, feature:luxury",dermatology clinic,Vietnam,699,286,2025-02-19 14:19:31
1598,038d5f5a-2296-43f6-a005-dd7e166f419a,ivf treatment,"feature:financing, feature:luxury, specialty:dental",cardiology clinic,Bulgaria,1602,223,2025-01-26 14:19:31
1599,f93c8859-011b-4348-8981-1f35c10750bc,plastic surgery abroad,"specialty:dental, feature:telemedicine",ivf treatment,Saudi Arabia,937,66,2025-02-07 14:19:31
1600,792cad76-e39e-47c2-aac9-8528a5f701fe,hair transplant,"language:english, feature:luxury",mental health support,Saudi Arabia,927,288,2025-04-08 14:19:31
1601,90d5e87e-4f48-4f45-92b4-002c7b2e60e1,plastic surgery abroad,"language:spanish, feature:financing",cosmetic surgery,Italy,400,118,2025-04-16 14:19:31
1602,d7232ce3-1348-4fb3-8982-a300f95f17e6,cardiology clinic,"specialty:cosmetic, feature:financing",dental implants,Poland,1076,277,2025-03-03 14:19:31
1603,d6442365-1b27-45f6-b383-24f7eddcac0a,knee replacement,"language:english, specialty:fertility",cosmetic surgery,Croatia,206,120,2025-03-30 14:19:31
1604,d6442365-1b27-45f6-b383-24f7eddcac0a,cheap surrogacy,"feature:telemedicine, feature:luxury, verified, specialty:cosmetic",mental health support,South Africa,608,272,2025-02-24 14:19:31
1605,e4f364d5-b6f3-4d02-90ca-fac394e3552b,dermatology clinic,"language:english, specialty:fertility, feature:luxury, verified",hair transplant,India,154,289,2025-01-23 14:19:31
1606,5fecaa6e-8891-4cf5-bd88-23d20e512083,knee replacement,verified,mental health support,Serbia,1547,76,2025-03-31 14:19:31
1607,0b4e360a-5032-4fe6-9de9-5c7242a9f7e5,cosmetic surgery,"language:spanish, specialty:fertility",mental health support,Portugal,1324,205,2025-02-02 14:19:31
1608,6f9d1d74-f82c-4ad8-9d03-7a064cad66c5,knee replacement,"specialty:dental, feature:telemedicine, feature:luxury",mental health support,Spain,288,68,2025-02-03 14:19:31
1609,1ef11a27-1c3e-4da4-a89b-4fb2da317fd7,cosmetic surgery,"rating:4+, specialty:fertility",hair transplant,Switzerland,1377,172,2025-04-17 14:19:31
1610,f77aefe1-5761-4099-83db-ea42cece36ae,ivf treatment,"feature:financing, specialty:dental, rating:4+",dermatology clinic,Canada,476,157,2025-04-03 14:19:31
